"1","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Blank","Overvote"
"2","","Kelley","Kelley","Kelley","Kelley","Murkowski","Murkowski","Murkowski","Murkowski","Overvote","Tshibaka","Tshibaka","Tshibaka","Tshibaka","","Chesbro","Chesbro","Chesbro","Chesbro","Murkowski","Murkowski","Murkowski","Murkowski","Overvote","Tshibaka","Tshibaka","Tshibaka","Tshibaka","","Chesbro","Chesbro","Chesbro","Chesbro","Kelley","Kelley","Kelley","Kelley","Overvote","Tshibaka","Tshibaka","Tshibaka","Tshibaka","","Chesbro","Chesbro","Chesbro","Chesbro","Kelley","Kelley","Kelley","Kelley","Murkowski","Murkowski","Murkowski","Murkowski","Overvote","",""
"3","","","Murkowski","Overvote","Tshibaka","","Kelley","Overvote","Tshibaka","","","Kelley","Murkowski","Overvote","","","Murkowski","Overvote","Tshibaka","","Chesbro","Overvote","Tshibaka","","","Chesbro","Murkowski","Overvote","","","Kelley","Overvote","Tshibaka","","Chesbro","Overvote","Tshibaka","","","Chesbro","Kelley","Overvote","","","Kelley","Murkowski","Overvote","","Chesbro","Murkowski","Overvote","","Chesbro","Kelley","Overvote","","",""
"39-921 Marshall","3","0","2","0","1","1","5","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","1","22","1","21","0","5","0","12","0","1","0","0","4","5","0","1","0","1","0","0","0","0","1","0","3","1","1","0","0","1","0"
"39-922 Mountain Village","2","1","1","0","0","0","2","0","0","0","0","1","0","0","0","0","0","1","0","0","2","0","0","0","0","1","0","0","34","1","25","0","6","0","7","0","3","0","1","4","5","0","7","0","2","0","0","0","0","2","0","0","3","3","0","0","1","0"
"39-924 Nome No. 1","6","0","1","0","2","10","4","0","2","0","0","1","1","0","3","0","1","0","2","1","0","0","1","0","0","0","0","0","76","39","40","1","7","2","12","0","6","0","2","13","6","0","24","0","2","4","0","8","6","12","0","9","5","6","0","1","1","1"
"39-926 Nome No. 2","5","0","2","0","1","11","7","0","4","0","0","1","1","0","4","1","0","0","2","2","0","0","0","0","0","0","1","0","132","61","66","0","16","4","32","0","6","0","4","22","5","0","48","1","3","2","0","15","7","14","0","6","5","11","0","0","2","2"
"39-928 Nunam Iqua","1","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","13","1","5","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0"
"39-930 Pilot Station","1","0","0","0","2","0","1","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","24","3","16","0","3","0","11","0","1","0","0","6","3","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","2","1"
"39-931 Russian Mission","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","31","1","12","1","4","0","7","0","0","0","0","4","0","0","5","1","1","0","0","0","1","0","0","0","0","0","0","0","1","1"
"39-932 Savoonga","1","1","0","0","1","0","1","0","1","0","0","3","0","0","0","0","2","0","0","0","2","0","0","0","0","1","0","0","23","9","37","0","7","1","20","0","5","0","2","11","2","0","3","0","1","1","0","0","1","0","0","1","3","4","0","0","0","1"
"39-934 Scammon Bay","1","0","0","0","0","0","2","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","3","0","0","19","4","27","0","8","0","12","0","3","1","1","13","6","0","0","0","0","0","0","0","1","2","0","0","4","0","0","0","0","2"
"39-936 Shaktoolik","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","18","2","4","0","4","0","7","0","2","0","0","6","3","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"39-938 Shishmaref","3","0","0","0","1","0","2","0","1","0","0","1","0","0","1","0","2","0","1","0","1","0","0","0","0","0","0","0","63","6","29","0","10","2","20","0","5","0","0","10","6","0","2","0","3","1","0","0","0","1","0","2","7","0","0","0","3","0"
"39-940 St. Mary's","0","0","1","0","4","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","45","7","28","0","5","1","9","0","1","0","0","1","3","0","6","0","0","2","0","1","0","0","0","1","1","0","0","0","1","0"
"39-942 St. Michael","2","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","24","0","12","0","2","0","7","0","2","0","1","4","4","0","3","0","1","0","0","1","1","2","0","0","0","1","0","0","1","0"
"39-944 Stebbins","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","23","1","9","0","15","0","0","3","0","13","8","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0"
"39-946 Teller","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","3","0","0","0","9","0","0","0","1","6","2","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"39-948 Unalakleet","1","0","0","0","1","3","2","0","0","0","0","1","0","0","5","0","0","0","0","0","1","0","0","0","0","0","2","0","58","19","34","0","8","2","23","0","0","2","1","9","5","0","13","0","1","1","0","1","2","2","0","0","5","3","0","0","1","0"
"39-950 Wales","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","3","2","0","2","0","2","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39-952 White Mountain","0","0","0","0","0","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","21","4","5","0","7","0","4","0","3","0","0","1","2","0","4","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0"
"40-004 Anaktuvuk Pass","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","12","2","3","0","4","0","6","0","0","0","0","0","2","0","5","1","2","1","0","1","0","2","0","0","0","2","0","0","6","0"
"40-006 Atqasuk","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","11","0","2","0","1","1","2","0","1","0","0","2","2","0","2","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1"
"40-008 Utqiagvik","14","0","0","0","1","2","8","0","8","0","1","3","1","0","1","0","0","0","2","1","0","0","0","0","1","1","0","0","44","10","21","0","5","3","18","0","4","0","0","5","6","0","20","0","1","0","0","4","5","1","0","3","2","4","0","0","5","0"
"40-010 Browerville","13","2","1","0","2","13","8","0","6","0","2","1","0","0","5","1","1","0","0","2","3","0","1","0","2","3","1","0","111","19","57","0","9","7","47","0","11","0","4","12","16","0","55","1","18","1","1","16","8","15","0","5","8","12","0","1","19","0"
"40-012 Buckland","2","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","27","0","8","0","2","0","10","0","2","0","2","4","3","0","3","0","1","0","0","0","0","1","1","0","0","1","0","0","5","0"
"40-014 Deering","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","7","3","1","0","2","0","1","0","1","0","0","2","2","0","4","0","3","0","0","0","1","0","0","0","0","0","0","0","2","0"
"40-016 Kaktovik","3","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","1","0","0","1","0","1","1","0","0","19","3","2","0","2","0","4","0","4","0","1","1","1","0","13","2","0","0","0","2","3","0","0","0","2","0","0","0","4","0"
"40-020 Kivalina","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","2","0","0","0","0","0","30","1","3","0","1","0","2","0","2","0","1","1","0","0","5","1","1","0","0","0","4","1","0","1","2","4","0","0","0","0"
"40-024 Kotzebue","15","1","3","0","6","12","12","0","4","0","2","3","0","0","0","0","2","0","0","1","1","0","2","0","4","1","3","0","120","31","59","0","7","2","63","0","9","1","1","10","14","0","43","3","7","3","0","5","10","15","0","4","3","14","0","0","18","1"
"40-026 Noatak","4","0","1","0","2","0","1","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","2","0","0","1","0","0","35","2","5","0","1","0","13","0","1","0","0","4","1","0","8","0","0","1","0","2","2","0","0","0","0","3","0","0","8","1"
"40-030 Nuiqsut","5","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","11","1","3","0","3","0","3","0","1","0","0","2","1","0","2","1","1","0","0","0","0","1","0","0","1","1","0","0","3","0"
"40-032 Point Hope","4","0","1","0","3","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","1","0","0","31","0","5","0","1","0","8","0","2","0","0","3","3","1","8","0","0","0","0","0","3","2","0","1","0","2","0","0","6","0"
"40-034 Point Lay","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","4","0","1","0","4","0","1","0","0","2","2","0","4","0","1","0","0","1","1","1","0","0","0","1","0","0","0","0"
"40-036 Selawik","4","0","1","0","0","1","0","0","0","0","0","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","23","3","5","0","2","0","10","0","2","0","1","0","5","0","8","0","2","0","0","2","1","0","0","0","3","0","0","0","3","1"
"40-038 Shungnak","2","0","1","0","0","1","1","0","1","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","23","0","8","0","0","2","4","0","2","1","0","7","3","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","2","1"
"40-040 Wainwright","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","32","2","2","0","0","0","10","0","4","0","3","6","6","0","10","0","2","2","0","1","4","1","0","1","1","2","0","0","8","0"
"District 1 - Absentee","42","2","4","0","3","129","29","0","6","0","0","1","0","0","31","2","4","0","1","10","8","0","1","1","5","2","12","0","296","243","111","0","20","18","29","0","16","0","32","7","25","0","296","5","6","2","0","127","31","81","0","39","4","29","0","0","30","8"
"District 1 - Early Voting","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"District 1  - Question","8","0","2","0","1","9","12","0","2","0","0","1","2","0","6","0","3","0","1","0","0","0","2","0","13","0","3","0","37","15","21","0","6","7","11","0","4","0","3","0","10","0","38","0","2","1","0","16","10","17","0","4","2","6","0","0","8","1"
"District 10 - Absentee","35","0","6","0","0","115","33","0","10","0","2","3","2","0","7","0","1","0","0","1","2","0","0","0","2","3","2","0","289","323","118","0","20","17","19","0","24","0","26","3","21","0","225","2","4","3","0","104","29","57","0","48","8","33","0","0","12","3"
"District 10 - Early Voting","14","0","2","0","0","54","9","0","2","0","0","0","2","0","4","1","0","0","0","1","0","0","1","0","7","1","1","0","116","156","66","0","5","7","20","0","13","0","12","7","14","0","123","2","1","0","0","82","12","29","0","26","0","23","0","0","8","1"
"District 10  - Question","3","0","1","0","0","1","2","0","1","0","2","2","1","0","1","0","0","0","0","0","0","0","1","0","1","1","3","0","18","9","8","0","3","1","7","0","2","0","6","0","6","0","18","0","0","0","0","13","4","4","0","2","0","1","0","0","2","0"
"District 11 - Absentee","35","0","3","0","3","168","35","0","14","0","1","0","1","0","3","0","0","0","3","2","1","0","0","0","2","1","2","0","309","446","170","0","26","9","33","0","11","0","34","17","29","1","270","1","4","3","0","133","15","65","0","78","4","44","0","1","7","2"
"District 11 - Early Voting","6","1","0","0","0","63","19","0","2","0","1","0","1","0","1","0","0","0","0","3","0","0","1","0","3","1","4","0","144","229","101","0","14","6","24","0","7","0","21","7","18","0","180","3","5","0","0","106","12","24","0","43","1","23","0","1","3","0"
"District 11  - Question","5","0","0","0","1","8","5","0","2","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","28","23","7","0","2","2","2","0","4","1","6","5","2","0","27","0","3","2","0","8","7","7","0","5","0","9","0","0","1","0"
"District 12 - Absentee","62","4","2","0","1","167","37","0","17","1","1","3","1","0","5","1","0","0","2","0","1","0","2","0","1","1","1","0","214","286","162","0","12","9","32","0","9","0","11","8","10","0","144","3","7","2","0","79","20","59","0","24","3","15","0","0","21","2"
"District 12 - Early Voting","26","5","0","0","4","56","24","0","5","0","0","5","5","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","100","165","66","0","19","11","20","0","9","0","13","4","15","0","120","1","3","2","0","72","19","33","1","12","1","16","0","0","16","3"
"District 12  - Question","9","1","1","0","2","11","3","0","0","0","1","0","0","0","2","0","2","0","0","1","0","0","0","0","0","0","1","0","22","10","16","0","1","1","3","0","3","0","4","2","3","0","21","0","1","0","0","9","4","4","0","0","1","1","0","0","5","2"
"District 13 - Absentee","37","2","5","0","4","130","34","0","15","0","2","2","2","0","13","0","1","0","0","2","0","0","4","0","3","2","6","0","187","225","146","0","16","7","14","0","4","1","10","3","16","0","116","3","2","1","0","50","15","38","0","23","3","22","0","1","19","3"
"District 13 - Early Voting","18","1","5","0","0","62","31","0","5","0","1","0","0","0","10","0","0","0","2","3","0","0","3","0","2","3","3","0","98","120","65","0","11","4","17","0","4","0","9","2","8","0","100","1","2","0","0","55","13","20","0","15","2","16","0","0","14","5"
"District 13  - Question","4","0","0","0","0","4","4","0","2","0","1","2","0","0","3","0","0","0","0","1","2","0","1","0","1","1","1","0","18","9","13","0","1","1","4","0","1","0","2","1","3","0","22","0","1","0","0","8","2","5","0","5","0","4","0","0","1","2"
"District 14 - Absentee","34","1","2","0","1","180","58","0","15","0","3","0","2","0","10","0","1","0","1","1","1","0","1","1","0","2","4","1","260","319","145","0","19","14","25","0","28","0","16","11","17","1","107","6","3","0","0","43","12","27","0","23","5","7","0","0","5","4"
"District 14 - Early Voting","17","1","5","0","1","87","31","0","4","0","0","2","2","0","5","0","0","0","0","1","1","0","2","0","2","2","5","0","164","255","105","0","18","7","19","0","12","0","13","5","15","0","102","2","0","0","0","60","18","36","0","23","1","18","0","1","7","0"
"District 14  - Question","10","1","0","0","3","13","9","0","5","0","0","2","2","0","4","0","0","0","0","0","2","1","3","0","4","0","4","0","42","22","14","0","2","2","10","0","4","2","1","4","10","0","39","1","2","0","0","14","3","12","0","6","0","8","0","0","7","1"
"District 15 - Absentee","23","1","2","0","0","138","47","0","7","1","2","1","2","0","15","2","2","0","1","6","0","0","2","0","3","3","3","0","315","370","170","2","22","9","37","0","8","0","31","21","30","0","202","0","10","2","0","99","17","48","1","62","1","30","0","0","5","1"
"District 15 - Early Voting","9","0","0","0","0","53","13","0","6","0","0","3","1","0","3","1","0","0","0","3","0","0","0","0","1","1","0","0","113","178","113","0","14","8","11","0","7","0","19","10","13","0","152","1","3","3","0","84","11","46","0","43","13","18","0","0","2","0"
"District 15  - Question","6","0","1","0","0","3","2","0","3","0","0","1","0","0","3","0","1","0","0","1","1","0","1","0","1","0","2","0","36","16","8","0","4","2","3","0","3","0","2","4","9","0","33","0","0","1","0","18","4","11","0","4","5","5","0","0","2","0"
"District 16 - Absentee","83","6","2","0","7","163","48","0","6","2","0","3","3","0","5","0","0","0","0","2","3","0","1","0","2","0","0","0","286","479","185","0","29","11","33","0","13","0","16","6","14","0","155","5","8","1","0","75","17","40","0","27","7","27","0","0","35","5"
"District 16 - Early Voting","37","0","0","0","5","126","16","0","7","1","0","2","1","1","3","0","1","0","0","1","1","0","1","0","1","0","1","0","146","269","132","0","13","9","21","0","5","0","16","4","17","0","138","3","4","1","0","52","10","43","0","17","1","20","0","1","26","0"
"District 16  - Question","10","0","0","0","0","8","3","0","4","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","23","19","12","0","2","1","5","0","3","0","2","4","3","0","30","0","4","1","0","12","1","11","0","2","2","3","0","0","4","1"
"District 17 - Absentee","58","1","8","0","1","219","77","1","10","0","4","2","0","0","9","2","1","0","0","3","0","0","0","0","3","0","3","0","271","439","191","1","13","5","25","0","6","1","16","10","17","0","124","5","5","0","0","42","10","35","0","20","4","20","0","0","14","1"
"District 17 - Early Voting","41","0","9","0","3","177","32","0","1","0","1","2","1","0","11","2","2","0","0","4","3","0","3","1","1","0","1","0","241","418","189","0","20","6","28","0","9","0","15","6","13","0","123","7","7","2","0","63","14","26","0","21","1","22","0","0","20","5"
"District 17  - Question","13","0","5","0","1","13","9","0","3","0","0","2","1","0","2","0","0","0","0","1","1","0","3","0","2","0","0","0","57","24","16","0","1","1","5","0","2","0","3","3","3","0","17","1","2","1","0","10","3","7","0","4","2","8","0","0","5","2"
"District 18 - Absentee","29","2","2","0","0","70","25","0","7","0","1","6","3","0","5","0","3","0","0","1","0","0","7","0","3","1","11","0","104","87","38","0","13","7","11","0","19","1","12","3","7","1","70","3","2","2","0","64","9","42","0","18","0","29","0","0","4","3"
"District 18 - Early Voting","12","0","0","0","1","22","9","0","5","0","1","0","0","0","6","0","1","0","0","1","1","0","2","0","0","0","0","0","50","42","28","0","2","2","9","0","4","1","3","0","11","0","30","0","1","1","0","14","6","6","0","8","1","5","0","0","4","0"
"District 18  - Question","3","0","0","0","0","2","3","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","4","2","0","1","0","3","0","1","0","2","3","2","0","16","0","0","0","0","3","1","5","0","2","0","4","0","0","1","1"
"District 19 - Absentee","33","0","9","0","3","109","37","0","10","0","1","2","1","0","4","0","1","0","3","0","0","0","1","2","3","2","2","0","140","182","86","0","21","4","10","0","5","1","8","12","7","0","54","2","4","2","0","32","9","15","0","6","1","11","0","1","3","1"
"District 19 - Early Voting","8","0","2","0","1","49","11","0","5","0","1","0","0","0","2","0","0","0","1","1","1","0","0","0","0","0","0","0","85","93","64","0","13","4","10","0","2","0","2","5","6","0","34","0","2","1","0","17","4","6","0","7","0","6","0","1","0","1"
"District 19  - Question","5","1","2","0","2","12","4","0","2","0","0","0","0","0","3","0","0","0","2","0","0","0","2","0","1","0","2","0","44","12","9","0","5","0","3","0","1","0","1","5","5","0","23","1","1","0","0","8","4","1","0","2","3","1","0","0","5","2"
"District 2 - Absentee","68","4","7","0","3","213","33","0","17","0","2","4","4","0","29","1","0","0","4","5","1","0","7","1","12","9","20","0","581","473","167","0","35","20","32","0","39","1","36","16","35","0","443","4","7","3","0","148","33","75","0","60","3","42","0","1","10","2"
"District 2 - Early Voting","0","0","0","0","0","2","3","0","2","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","12","8","4","0","0","1","2","0","0","0","1","0","1","0","6","0","0","0","0","4","1","1","0","0","0","0","0","0","0","0"
"District 2  - Question","5","0","0","1","0","4","4","0","0","0","0","0","0","0","2","0","1","0","0","1","0","0","2","0","0","1","2","0","21","12","11","0","4","2","2","0","2","0","2","0","7","0","27","0","0","0","0","6","2","5","0","6","1","3","0","0","3","0"
"District 20 - Absentee","62","3","1","0","6","155","32","0","16","0","0","4","2","1","7","1","1","0","2","0","0","0","2","0","4","2","2","0","198","263","107","0","17","8","25","0","9","1","11","9","10","0","127","2","8","0","0","46","19","33","1","14","1","18","0","1","20","1"
"District 20 - Early Voting","29","0","0","0","7","61","18","0","6","0","2","1","1","0","1","0","1","0","1","0","0","0","3","0","0","0","0","0","88","142","65","0","13","5","11","0","3","0","7","4","5","0","87","1","2","1","0","44","16","28","0","9","4","3","0","0","13","4"
"District 20  - Question","12","0","2","0","1","10","13","0","8","1","0","0","0","0","4","1","0","0","1","0","0","0","0","0","1","0","2","0","27","16","17","0","4","3","7","0","1","0","1","8","4","0","20","0","2","1","0","15","9","5","0","5","2","3","0","0","5","1"
"District 21 - Absentee","56","3","6","0","2","183","46","0","22","0","0","0","2","0","18","1","6","0","2","5","2","0","2","0","6","1","1","0","291","374","192","0","20","12","20","0","16","0","10","5","12","1","202","3","5","3","0","86","23","50","0","26","3","25","0","1","19","2"
"District 21 - Early Voting","18","0","8","0","4","71","33","0","4","0","0","1","1","0","16","0","4","0","1","1","0","0","1","0","2","4","2","0","111","175","100","1","14","2","10","0","5","0","1","4","5","0","93","3","5","0","0","72","11","35","0","16","2","10","0","0","15","3"
"District 21  - Question","10","0","0","0","0","5","5","0","2","0","0","1","0","0","2","0","1","0","2","0","0","0","2","0","2","0","1","0","26","9","15","0","0","0","2","0","2","0","1","2","3","0","15","1","3","0","0","12","1","5","0","1","0","3","0","0","4","1"
"District 22 - Absentee","29","2","8","0","1","92","21","0","8","0","0","0","1","0","7","0","0","0","1","2","0","0","2","0","3","4","5","0","141","115","66","0","6","4","19","0","11","0","5","4","10","0","87","4","1","0","0","45","11","35","0","9","0","15","0","0","6","2"
"District 22 - Early Voting","10","0","3","0","0","30","7","0","7","0","1","1","0","0","3","1","0","0","1","1","0","0","2","0","2","1","1","0","83","61","44","0","2","1","13","0","11","2","0","3","6","0","57","1","1","0","0","37","12","18","0","7","0","8","0","0","5","1"
"District 22  - Question","6","0","0","0","0","4","1","0","2","0","0","0","3","0","3","0","0","0","1","0","0","0","1","0","0","1","1","0","22","5","11","0","5","0","2","0","4","0","2","2","1","0","7","1","1","0","0","6","2","2","0","3","2","3","0","0","4","2"
"District 23 - Absentee","38","0","2","0","2","137","43","0","23","0","1","0","1","0","16","1","2","0","6","3","1","0","2","0","6","3","6","0","262","363","134","0","30","8","25","0","15","1","33","16","19","0","314","3","7","3","1","165","36","83","0","86","5","58","0","0","9","0"
"District 23 - Early Voting","6","2","2","0","1","54","18","0","4","0","2","1","0","0","3","0","1","0","1","1","0","0","2","0","5","2","2","0","201","205","124","0","11","11","17","1","7","0","17","11","21","0","284","6","6","4","0","152","23","72","0","42","8","49","0","0","2","1"
"District 23  - Question","4","0","1","0","0","5","3","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2","0","14","12","7","0","5","1","0","0","2","0","6","4","3","0","29","1","1","1","0","11","4","7","0","6","1","10","0","1","0","0"
"District 24 - Absentee","43","6","2","0","5","92","21","0","11","0","2","3","1","0","14","0","0","0","0","1","0","0","3","0","6","3","10","0","174","226","81","0","12","12","29","0","8","0","23","9","20","0","241","1","6","2","0","146","31","92","0","51","4","28","0","0","15","2"
"District 24 - Early Voting","24","0","2","0","1","49","21","0","3","0","0","1","2","0","3","1","0","0","0","0","0","0","3","0","6","5","2","0","137","181","97","0","6","7","17","0","7","0","11","3","16","0","269","6","8","2","0","176","38","75","0","37","2","25","0","0","15","4"
"District 24  - Question","11","0","0","0","1","6","7","0","0","0","0","2","0","0","2","0","2","0","0","0","0","0","0","0","3","1","1","0","22","14","10","0","1","0","5","0","3","0","2","1","8","0","46","0","3","1","0","22","7","10","0","9","1","7","0","0","5","1"
"District 25 - Absentee","32","2","8","0","0","104","27","0","9","0","1","1","2","0","21","0","2","0","3","5","1","0","5","0","2","2","2","0","114","168","82","1","9","10","16","0","5","0","10","2","11","0","238","2","5","1","0","103","16","51","0","24","0","20","0","0","20","12"
"District 25 - Early Voting","21","2","7","0","6","83","34","0","4","0","1","0","1","0","37","0","6","0","0","9","3","0","6","0","7","2","8","0","167","291","141","1","18","7","28","0","13","0","9","5","16","0","387","9","8","3","0","204","26","84","0","42","5","35","0","0","37","6"
"District 25  - Question","8","2","2","0","1","7","6","0","3","0","0","0","2","0","4","0","0","0","1","1","1","0","4","0","3","0","4","0","12","16","11","0","3","0","7","0","0","0","3","3","7","0","64","0","3","0","0","23","9","20","0","7","1","10","0","0","20","1"
"District 26 - Absentee","17","2","1","0","0","42","6","0","3","0","1","0","3","0","7","0","1","0","2","1","0","0","2","0","13","4","3","0","102","90","51","0","9","7","8","0","8","1","6","4","5","0","224","2","5","2","0","121","30","68","1","31","1","23","0","0","4","4"
"District 26 - Early Voting","12","2","4","0","1","39","24","0","3","0","0","0","1","0","16","0","0","0","2","2","0","0","4","0","5","9","10","0","109","110","66","0","9","12","9","0","15","1","11","5","19","0","413","4","7","1","0","254","39","106","0","46","0","42","0","1","4","1"
"District 26  - Question","6","0","1","0","1","3","3","0","2","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","2","3","5","0","16","8","10","0","2","3","2","0","3","1","2","1","6","0","66","0","3","1","0","30","7","23","0","4","0","9","0","0","4","3"
"District 27 - Absentee","6","1","0","0","0","49","16","0","7","0","0","0","0","0","9","0","0","0","1","3","1","0","1","0","2","4","4","0","92","95","52","0","8","7","8","0","6","0","10","3","6","0","215","2","13","1","0","92","34","47","1","23","2","25","0","1","6","4"
"District 27 - Early Voting","19","3","1","0","3","43","17","0","4","0","0","1","1","0","13","1","2","0","2","3","1","0","6","0","10","1","14","0","89","127","87","0","14","10","14","0","4","0","16","9","17","0","460","8","22","2","0","244","42","99","0","52","11","27","0","5","7","3"
"District 27  - Question","2","0","0","0","0","2","1","0","1","0","1","1","1","0","7","0","0","0","2","0","0","0","0","0","4","0","1","1","18","4","7","0","2","2","3","0","1","1","2","1","2","0","66","2","4","0","0","41","12","22","1","7","1","6","0","1","2","2"
"District 28 - Absentee","20","0","1","0","4","61","16","0","8","1","1","2","2","0","12","0","0","0","2","1","2","0","4","0","9","8","3","0","95","105","58","0","7","3","16","0","10","0","13","1","3","0","205","3","11","2","0","106","30","49","0","21","3","14","0","0","11","4"
"District 28 - Early Voting","33","2","3","0","6","44","23","0","6","0","0","5","2","0","6","3","0","0","0","1","1","0","2","0","14","5","6","0","116","141","71","0","8","8","21","0","7","0","17","8","19","0","421","15","25","3","0","255","60","116","0","39","4","32","0","1","18","4"
"District 28  - Question","6","0","1","0","4","2","4","0","1","0","0","1","0","0","1","0","1","0","1","0","0","0","1","0","3","2","0","1","18","6","9","0","1","1","3","0","2","0","0","2","4","0","64","1","5","0","0","42","11","25","1","7","3","4","0","0","5","2"
"District 29 - Absentee","21","1","3","0","2","112","21","0","7","1","0","2","1","0","29","0","2","0","0","3","4","0","3","0","7","4","6","0","125","202","83","2","9","5","21","0","6","0","14","5","11","0","270","4","9","0","0","160","34","77","0","27","3","32","0","1","28","7"
"District 29 - Early Voting","9","2","5","0","1","54","29","0","2","0","1","1","0","0","31","1","5","0","0","10","3","1","4","0","13","4","10","0","100","167","72","1","9","4","14","0","8","0","17","7","19","0","353","5","5","1","0","189","52","120","0","46","3","38","0","0","33","7"
"District 29  - Question","11","1","1","0","0","8","2","0","3","0","0","0","0","0","6","1","0","0","2","0","1","0","3","0","6","1","0","0","24","20","9","0","2","1","1","0","4","0","0","1","3","0","53","1","1","0","0","18","7","8","0","0","2","7","0","1","13","2"
"District 3 - Absentee","60","1","3","0","1","227","52","0","10","0","1","0","2","1","9","0","1","0","0","2","2","0","1","0","3","0","5","0","290","404","173","0","24","6","22","0","11","0","27","16","21","0","166","4","10","1","0","83","20","43","0","42","8","26","0","1","9","2"
"District 3 - Early Voting","41","1","4","0","2","204","31","0","14","0","1","2","4","0","12","1","3","0","4","4","1","0","1","0","7","2","3","0","398","426","233","0","26","16","29","0","8","1","31","25","18","0","218","1","11","2","0","101","27","69","0","43","6","32","0","1","6","2"
